emp_length,state,homeownership,annual_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,total_collection_amount_ever,accounts_opened_24m,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,credit_line_utilization,credit_utilization,num_accounts_past_due,cc_utilization,delinquent_history,credit_duration,has_credit_inquiries_last_12m,has_collection_accounts,has_accounts_opened_24m,has_bankrupt_history,has_past_due_accounts,debt_limit_exceded,is_bad_loan,is_homeowner
10.0,AR,RENT,50000.0,29.62,0,2007,0,32,6,67576,42441,0,0,6,0.0,0,1,12000,14,4,1,0,100.0,0,23075,60,16.01,561.27,Current,22304.57,1735.13,18.75,62.8,0.0,28.57,True,14,False,False,False,False,False,True,0,False
9.0,LA,MORTGAGE,90000.0,14.21,0,2007,2,17,10,248862,38685,0,4,10,0.0,0,2,19800,10,7,5,2,100.0,0,4200,36,10.9,137.31,Current,3899.81,406.84,58.82,15.54,0.0,70.0,True,14,True,False,True,False,False,False,0,True
7.0,WV,MORTGAGE,20000.0,61.28,0,1996,0,16,9,139646,44435,0,5,9,0.0,0,3,10500,12,6,5,2,62.5,0,24000,60,13.59,553.35,Current,22854.52,2195.28,56.25,31.82,0.0,50.0,True,25,False,False,True,False,False,True,0,True
3.0,TX,RENT,60000.0,29.2,0,2012,0,16,12,97113,27755,0,2,12,0.0,0,8,45500,13,10,9,0,100.0,0,10000,36,13.58,339.74,Current,9312.56,1004.13,75.0,28.58,0.0,76.92,True,9,False,False,True,False,False,False,0,False
10.0,NY,RENT,55000.0,9.03,0,2002,1,6,5,14400,11283,0,2,5,0.0,0,4,8400,4,4,4,0,100.0,0,6425,36,15.05,222.89,Current,5695.38,1103.71,83.33,78.35,0.0,100.0,True,19,True,False,True,False,False,False,0,False
5.0,OR,MORTGAGE,45000.0,3.87,0,2007,0,23,12,184500,6150,0,1,12,0.0,0,3,33500,18,11,3,2,100.0,0,10000,36,7.34,310.33,Fully Paid,0.0,10195.5795793347,52.17,3.33,0.0,61.11,True,14,False,False,True,False,False,False,0,True
10.0,IL,MORTGAGE,180000.0,7.27,3,2005,2,25,16,130108,18907,278,8,16,,0,7,21700,22,14,7,1,100.0,0,20000,36,9.93,644.69,Current,18059.32,2567.73,64.0,14.53,,63.64,True,16,True,True,True,False,False,False,0,True
10.0,TX,MORTGAGE,65000.0,13.99,0,1995,2,30,9,130202,27579,1325,7,9,0.0,0,5,9100,11,6,6,1,79.3,0,6400,36,15.05,222.02,Current,5822.23,882.73,30.0,21.18,0.0,54.55,True,26,True,True,True,False,False,False,0,True
10.0,CA,MORTGAGE,137200.0,18.75,0,1995,3,14,7,500018,68509,0,1,7,0.0,0,4,28400,8,4,4,4,100.0,0,35000,36,6.72,1076.23,Current,31449.39,4291.85,50.0,13.7,0.0,50.0,True,26,True,False,True,False,False,True,0,True
2.0,WI,MORTGAGE,125000.0,10.36,0,1999,2,37,18,384763,74702,0,5,18,0.0,0,0,66500,16,9,0,3,100.0,0,14000,60,7.35,279.54,Fully Paid,0.0,14250.4685639711,48.65,19.42,0.0,56.25,True,22,True,False,True,False,False,False,0,True
3.0,CA,RENT,40000.0,31.32,0,2007,1,12,9,50949,14644,0,1,9,0.0,0,2,10400,8,7,5,0,100.0,0,10000,36,13.59,339.79,Current,8841.79,1683.85,75.0,28.74,0.0,87.5,True,14,True,False,True,False,False,False,0,False
10.0,CA,RENT,130000.0,5.93,0,1995,1,12,8,46659,21387,0,2,8,0.0,0,3,19800,7,6,5,1,90.9,0,30000,60,12.62,676.78,Current,28531.92,2686.09,66.67,45.84,0.0,85.71,True,26,True,False,True,False,False,True,0,False
10.0,WA,MORTGAGE,82000.0,26.5,0,1996,6,24,8,399232,86098,0,8,8,0.0,0,1,4200,9,3,3,5,100.0,0,21000,36,17.09,749.65,Current,18682.03,3558.84,33.33,21.57,0.0,33.33,True,25,True,False,True,False,False,True,0,True
3.0,AZ,RENT,88000.0,11.29,0,1999,1,9,8,45900,36793,0,0,8,0.0,0,5,41600,8,8,5,0,100.0,0,40000,36,10.42,1298.59,Fully Paid,0.0,40026.6244444447,88.89,80.16,0.0,100.0,True,22,True,False,False,False,False,False,0,False
9.0,TX,RENT,48000.0,23.75,0,2003,1,26,14,42500,31197,67,4,14,0.0,0,5,12000,20,13,9,0,76.9,0,18000,60,21.85,495.61,Current,17661.22,969.37,53.85,73.4,0.0,65.0,True,18,True,True,True,False,False,True,0,False
9.0,NY,MORTGAGE,68000.0,12.9,0,2006,2,21,13,190200,21553,0,4,13,0.0,0,4,30100,17,11,4,2,100.0,1,23000,60,18.45,589.7,Current,22280.83,1721.95,61.9,11.33,0.0,64.71,True,15,True,False,True,True,False,False,0,True
10.0,FL,OWN,99985.0,0.97,0,2006,5,6,3,405300,5499,0,4,3,0.0,0,1,600,2,2,2,2,100.0,0,10000,60,14.08,233.1,Current,9407.42,1149.86,50.0,1.36,0.0,100.0,True,15,True,False,True,False,False,True,0,True
2.0,TX,RENT,138000.0,2.09,0,2008,0,24,14,79000,18068,0,1,14,0.0,0,5,77500,22,14,5,0,100.0,0,40000,36,5.32,1204.6,Current,34817.92,6046.65,58.33,22.87,0.0,63.64,True,13,False,False,True,False,False,False,0,False
10.0,MI,RENT,22000.0,31.37,0,2012,0,10,6,38460,23576,1610,3,6,0.0,0,2,3800,6,5,3,0,100.0,0,4200,36,12.62,140.75,Current,3807.54,560.06,60.0,61.3,0.0,83.33,True,9,False,True,True,False,False,True,0,False
9.0,AZ,RENT,84362.0,24.82,0,2006,1,26,9,93899,68032,0,6,9,0.0,0,3,13300,5,5,4,0,80.8,0,10000,36,17.47,358.88,Current,9570.3,698.35,34.62,72.45,0.0,100.0,True,15,True,False,True,False,False,False,0,False
10.0,FL,OWN,27000.0,48.56,0,2001,4,20,12,49284,26487,0,12,12,0.0,0,4,18300,12,8,5,0,90.0,1,15000,36,19.42,553.04,Current,14374.4,1073.71,60.0,53.74,0.0,66.67,True,20,True,False,True,True,False,False,0,True
8.0,MO,MORTGAGE,65000.0,21.36,0,2007,1,20,14,166714,44594,0,8,14,0.0,0,2,11000,6,6,5,1,95.0,0,30000,60,16.01,729.71,Current,28998.37,2162.45,70.0,26.75,0.0,100.0,True,14,True,False,True,False,False,True,0,True
2.0,CA,RENT,17000.0,1.77,0,2012,1,5,3,1300,399,0,1,3,0.0,0,0,0,4,3,1,0,100.0,0,4800,36,11.98,159.39,Current,4462.24,484.12,60.0,30.69,0.0,75.0,True,9,True,False,True,False,False,True,0,False
4.0,IL,MORTGAGE,98000.0,20.19,1,2010,1,21,15,127288,64787,0,1,15,0.0,0,6,83100,16,13,7,0,95.2,0,20000,36,6.72,614.99,Current,17456.72,3060.02,71.43,50.9,0.0,81.25,False,11,True,False,True,False,False,False,0,True
3.0,CA,RENT,107000.0,11.88,0,2008,0,17,10,81656,36746,0,2,10,0.0,0,6,47700,11,7,6,0,100.0,0,18000,60,9.43,377.42,Current,17286.51,1122.83,58.82,45.0,0.0,63.64,True,13,False,False,True,False,False,False,0,False
3.0,NV,RENT,70000.0,11.3,0,2012,1,4,3,27231,15041,0,3,3,0.0,0,1,300,2,1,1,0,75.0,0,3200,36,13.59,108.74,Current,2905.93,447.54,75.0,55.23,0.0,50.0,True,9,True,False,True,False,False,True,0,False
10.0,CA,RENT,115000.0,11.21,0,2003,2,26,13,59270,32539,50,4,13,0.0,0,6,30600,19,12,8,0,100.0,0,12000,36,6.72,369.0,Current,10782.62,1471.52,50.0,54.9,0.0,63.16,True,18,True,True,True,False,False,False,0,False
10.0,WV,MORTGAGE,58000.0,22.82,0,2008,1,19,13,78036,43617,330,6,13,0.0,0,4,20800,13,12,7,0,100.0,1,10000,36,9.44,320.05,Current,8694.63,1594.96,68.42,55.89,0.0,92.31,True,13,True,True,True,True,False,False,0,True
5.0,CO,RENT,30000.0,24.56,0,2014,0,10,8,32837,24183,0,4,8,0.0,0,3,10100,7,6,5,0,100.0,0,5000,36,11.99,166.05,Current,4528.63,660.87,80.0,73.65,0.0,85.71,True,7,False,False,True,False,False,False,0,False
4.0,GA,OWN,68000.0,17.15,0,2007,5,32,22,221901,20425,2855,8,22,0.0,0,7,35000,26,18,11,1,100.0,0,5000,36,7.35,155.19,Current,4369.5,773.91,68.75,9.2,0.0,69.23,True,14,True,True,True,False,False,False,0,True
7.0,OH,RENT,44000.0,31.12,0,1988,0,20,15,90300,42248,0,2,15,0.0,0,6,70500,20,15,10,0,100.0,0,15000,60,13.59,345.85,Current,14466.07,1026.23,75.0,46.79,0.0,75.0,True,33,False,False,True,False,False,False,0,False
0.0,OK,MORTGAGE,55000.0,8.6,0,2004,5,17,9,165936,12971,0,6,9,0.0,0,3,16600,7,7,3,3,94.1,0,16000,36,7.96,501.09,Current,14807.25,1506.28,52.94,7.82,0.0,100.0,True,17,True,False,True,False,False,False,0,True
3.0,FL,RENT,52000.0,17.19,0,2011,5,12,10,250825,256705,0,4,10,0.0,0,6,10900,7,7,7,0,91.7,0,4000,36,20.39,149.46,Current,3751.34,443.85,83.33,102.34,0.0,100.0,True,10,True,False,True,False,False,False,0,False
9.0,NY,RENT,265000.0,5.3,0,2006,5,24,19,135174,56251,0,12,19,0.0,0,7,62800,22,18,10,0,100.0,0,40000,60,13.58,922.05,Current,39055.92,1813.92,79.17,41.61,0.0,81.82,True,15,True,False,True,False,False,False,0,False
2.0,MA,MORTGAGE,93000.0,22.63,1,2005,10,30,19,340368,101028,0,8,19,0.0,0,2,4400,13,9,4,1,90.0,1,30000,36,20.0,1114.91,Current,27478.18,4426.31,63.33,29.68,0.0,69.23,False,16,True,False,True,True,False,True,0,True
1.0,FL,MORTGAGE,40000.0,6.56,0,2001,0,9,4,11700,5979,0,1,4,0.0,0,4,11700,7,4,4,1,100.0,1,6000,36,9.92,193.38,Current,5565.08,576.83,44.44,51.1,0.0,57.14,True,20,False,False,True,True,False,False,0,True
2.0,CA,RENT,100000.0,24.01,0,2007,2,19,12,119079,72704,0,6,11,,0,7,32020,16,8,8,0,63.0,0,16100,36,16.02,566.19,In Grace Period,15032.1,1684.24,63.16,61.06,,50.0,True,14,True,False,True,False,False,False,1,False
6.0,OH,MORTGAGE,65000.0,26.31,0,2007,2,22,11,175047,58861,0,2,11,0.0,0,7,34900,18,9,8,2,100.0,0,15000,60,18.06,381.4,Current,14295.56,1658.75,50.0,33.63,0.0,50.0,True,14,True,False,True,False,False,False,0,True
2.0,TX,MORTGAGE,75000.0,21.04,0,2004,11,35,20,321890,42518,0,16,20,0.0,0,9,73800,20,15,12,4,100.0,0,20000,60,17.47,502.12,Current,19357.88,1486.95,57.14,13.21,0.0,75.0,True,17,True,False,True,False,False,False,0,True
1.0,HI,MORTGAGE,50000.0,36.24,0,2004,1,22,14,547026,60871,0,6,14,0.0,0,6,62600,16,11,7,1,86.4,0,35000,36,16.01,1230.67,Late (31-120 days),34236.28,1277.37,63.64,11.13,0.0,68.75,True,17,True,False,True,False,False,False,1,True
0.0,TX,MORTGAGE,145000.0,13.51,0,2009,2,16,9,425797,73435,332,5,9,0.0,0,5,37600,7,6,6,2,100.0,0,10000,36,13.59,339.79,Current,8841.35,1691.4,56.25,17.25,0.0,85.71,True,12,True,True,True,False,False,False,0,True
7.0,NH,MORTGAGE,115000.0,8.68,0,1995,3,25,16,366585,63000,0,4,16,0.0,0,4,76200,9,6,4,1,100.0,0,40000,36,9.43,1280.01,Current,38061.06,2539.06,64.0,17.19,0.0,66.67,True,26,True,False,True,False,False,False,0,True
2.0,NY,RENT,60000.0,3.42,0,2002,0,10,2,21500,7486,0,1,2,0.0,0,2,21500,5,2,2,0,100.0,0,9000,36,5.31,271.0,Current,7735.57,1398.41,20.0,34.82,0.0,40.0,True,19,False,False,True,False,False,False,0,False
7.0,FL,RENT,50000.0,25.76,0,2014,0,11,11,37810,18021,0,6,11,0.0,0,3,4600,8,8,7,0,100.0,0,20000,60,21.45,546.15,Current,19022.42,2683.08,100.0,47.66,0.0,100.0,True,7,False,False,True,False,False,True,0,False
5.0,TX,MORTGAGE,145000.0,6.32,0,2008,2,22,10,472310,30935,0,6,10,0.0,0,1,137900,8,7,2,7,100.0,0,29000,36,5.32,873.33,Current,25243.02,4358.08,45.45,6.55,0.0,87.5,True,13,True,False,True,False,False,False,0,True
0.0,AZ,MORTGAGE,400000.0,5.73,0,1999,11,37,13,178121,117743,0,9,13,0.0,0,3,46600,16,9,4,8,100.0,0,20000,36,12.62,670.23,Current,17651.64,3337.13,35.14,66.1,0.0,56.25,True,22,True,False,True,False,False,False,0,True
3.0,LA,MORTGAGE,55000.0,23.63,0,2003,1,31,15,263873,95196,0,5,15,0.0,0,6,22300,17,10,10,2,100.0,0,15000,36,18.45,545.68,Current,13365.05,2075.98,48.39,36.08,0.0,58.82,True,18,True,False,True,False,False,False,0,True
4.0,MS,MORTGAGE,66000.0,34.7,0,2006,7,21,9,321082,80076,0,7,9,0.0,0,1,14000,7,3,2,2,100.0,0,28000,60,20.0,741.83,Current,26577.55,3553.6,42.86,24.94,0.0,42.86,True,15,True,False,True,False,False,True,0,True
8.0,CA,OWN,250000.0,0.64,0,1990,2,21,7,150000,7883,0,5,7,0.0,0,2,65500,12,7,3,8,100.0,0,3000,36,6.08,91.38,Current,2692.96,363.49,33.33,5.26,0.0,58.33,True,31,True,False,True,False,False,False,0,True
3.0,FL,RENT,46000.0,42.76,0,2012,2,25,19,123491,82041,0,2,19,0.0,0,5,37100,16,12,8,0,100.0,0,20000,36,9.93,644.69,Current,18059.32,2567.73,76.0,66.43,0.0,75.0,True,9,True,False,True,False,False,False,0,False
10.0,NC,MORTGAGE,70000.0,6.67,0,2003,2,29,9,311768,17998,0,3,9,0.0,0,3,28500,18,8,4,2,100.0,0,20000,60,7.35,399.34,Current,18882.42,1589.19,31.03,5.77,0.0,44.44,True,18,True,False,True,False,False,False,0,True
2.0,TX,OWN,34000.0,27.11,0,2007,0,18,10,47029,32788,0,8,10,0.0,0,5,8900,11,9,6,0,100.0,0,20000,36,9.92,644.6,Current,19037.5,1267.16,55.56,69.72,0.0,81.82,True,14,False,False,True,False,False,True,0,True
10.0,IL,MORTGAGE,197000.0,8.37,0,2001,10,35,13,89655,44767,0,9,13,0.0,0,2,29200,15,10,4,1,100.0,1,27000,60,16.01,656.74,Current,25789.99,2602.94,37.14,49.93,0.0,66.67,True,20,True,False,True,True,False,False,0,True
0.0,TX,RENT,100000.0,16.75,0,2003,0,18,12,71461,50415,0,1,12,0.0,0,2,8600,7,6,5,0,100.0,0,19000,36,15.05,659.11,Current,16842.46,3255.83,66.67,70.55,0.0,85.71,True,18,False,False,True,False,False,True,0,False
4.0,PA,OWN,40000.0,25.47,0,2004,1,41,7,239939,248450,0,2,7,0.0,0,2,9800,7,3,3,0,97.4,0,25000,36,13.58,849.35,Current,23281.4,2529.19,17.07,103.55,0.0,42.86,True,17,True,False,True,False,False,True,0,True
1.0,CA,RENT,70000.0,5.49,3,1982,1,18,7,14399,5080,0,1,7,0.0,0,3,11200,8,6,3,1,75.0,1,3800,36,10.9,124.23,Current,3528.41,368.09,38.89,35.28,0.0,75.0,False,39,True,False,True,True,False,False,0,False
10.0,NJ,OWN,61000.0,6.9,0,2000,4,57,24,54000,9004,0,14,24,0.0,0,2,21000,43,24,6,1,98.1,0,14000,60,9.93,296.98,Current,13266.44,1180.2,42.11,16.67,0.0,55.81,True,21,True,False,True,False,False,False,0,True
5.0,PA,MORTGAGE,40000.0,8.16,0,2015,3,4,2,149423,5901,0,2,2,0.0,0,0,0,2,0,0,1,100.0,0,6000,36,12.61,201.04,Current,5581.66,598.92,50.0,3.95,0.0,0.0,True,6,True,False,True,False,False,True,0,True
0.0,MS,RENT,10000.0,182.35,0,1999,2,27,13,75056,57782,52,6,13,0.0,0,5,6700,17,12,10,2,95.8,0,10400,36,18.45,378.34,Current,9734.55,1124.36,48.15,76.99,0.0,70.59,True,22,True,True,True,False,False,True,0,False
3.0,CA,RENT,60000.0,13.26,0,2007,0,12,8,52590,29360,0,6,8,0.0,0,4,21800,8,7,6,0,90.9,0,10000,36,7.97,313.23,Current,8030.81,2255.08,66.67,55.83,0.0,87.5,True,14,False,False,True,False,False,False,0,False
4.0,TX,OWN,26000.0,35.92,0,2014,5,14,10,43887,34120,0,6,10,0.0,0,2,7900,10,8,7,0,100.0,0,4000,36,20.0,148.66,Fully Paid,0.0,4310.9272965888,71.43,77.75,0.0,80.0,True,7,True,False,True,False,False,False,0,True
2.0,CA,RENT,165000.0,18.3,0,1998,1,31,21,149034,117416,0,6,21,0.0,0,8,37200,15,12,10,1,92.9,0,25000,60,26.77,759.96,Current,24379.61,2242.7,67.74,78.78,0.0,80.0,True,23,True,False,True,False,False,False,0,False
3.0,MO,MORTGAGE,58000.0,29.84,0,2003,1,37,13,249357,71149,0,2,13,0.0,0,3,39300,12,8,3,3,100.0,0,12000,36,6.72,369.0,Current,10474.0,1840.52,35.14,28.53,0.0,66.67,True,18,True,False,True,False,False,False,0,True
2.0,FL,OWN,50000.0,14.19,0,2010,1,16,7,35111,15729,0,6,7,0.0,0,4,17800,5,5,4,0,73.3,0,15000,36,14.08,513.25,Current,13273.71,2542.78,43.75,44.8,0.0,100.0,True,11,True,False,True,False,False,False,0,True
9.0,GA,MORTGAGE,160000.0,10.37,0,1988,2,42,24,563238,49274,1070,6,24,0.0,0,10,70400,27,18,11,2,97.5,0,15000,36,9.44,480.08,Current,13160.89,2384.67,57.14,8.75,0.0,66.67,True,33,True,True,True,False,False,False,0,True
10.0,FL,MORTGAGE,65000.0,22.51,0,2005,1,22,15,214263,39191,315,5,15,0.0,0,3,13800,15,12,8,1,100.0,0,10000,36,16.02,351.67,Current,9109.69,1397.78,68.18,18.29,0.0,80.0,True,16,True,True,True,False,False,False,0,True
2.0,NJ,MORTGAGE,40000.0,16.17,0,2007,1,12,11,30270,9954,0,7,11,0.0,0,4,11900,10,9,6,0,100.0,0,11000,36,13.59,373.77,Current,9986.16,1486.78,91.67,32.88,0.0,90.0,True,14,True,False,True,False,False,False,0,True
4.0,MD,RENT,30000.0,19.83,0,2002,3,26,12,28042,10739,0,7,12,0.0,0,2,7700,21,9,6,0,100.0,1,1800,36,10.9,58.85,Current,1671.34,175.46,46.15,38.3,0.0,42.86,True,19,True,False,True,True,False,False,0,False
10.0,KY,MORTGAGE,22000.0,29.42,1,2001,4,11,7,72428,33438,0,5,7,0.0,0,0,0,5,1,1,1,72.7,0,1000,36,19.03,36.68,Current,892.54,182.34,63.64,46.17,0.0,20.0,False,20,True,False,True,False,False,True,0,True
9.0,MI,MORTGAGE,43000.0,35.5,2,1996,1,44,28,237785,47921,0,2,28,0.0,0,7,35700,35,26,17,2,95.3,0,21000,36,10.91,686.62,Current,18476.05,3407.64,63.64,20.15,0.0,74.29,False,25,True,False,True,False,False,False,0,True
10.0,TX,MORTGAGE,120000.0,11.99,0,2006,5,20,9,326587,40713,447,7,9,0.0,0,2,14100,6,4,2,3,85.0,0,8000,36,12.62,268.09,Current,7252.48,1066.75,45.0,12.47,0.0,66.67,True,15,True,True,True,False,False,False,0,True
,IL,RENT,23666.0,35.9,0,2003,0,12,7,25250,12946,0,1,7,0.0,0,3,12800,10,5,3,0,100.0,0,8000,36,11.99,265.68,Current,7245.8,1057.39,58.33,51.27,0.0,50.0,True,18,False,False,True,False,False,False,0,False
0.0,TX,MORTGAGE,125000.0,16.25,0,2004,0,32,17,418340,72091,0,2,17,0.0,0,3,37100,20,12,5,2,96.8,0,40000,60,12.62,902.37,Current,37540.29,4483.81,53.12,17.23,0.0,60.0,True,17,False,False,True,False,False,True,0,True
10.0,CA,RENT,140000.0,9.51,0,2006,1,17,10,79679,33669,0,3,10,0.0,0,3,27700,15,9,5,0,100.0,0,40000,36,7.96,1252.72,Current,38018.68,2470.06,58.82,42.26,0.0,60.0,True,15,True,False,True,False,False,True,0,False
10.0,CO,MORTGAGE,150000.0,22.67,0,1993,1,54,25,687833,159134,0,6,25,,0,12,65100,36,19,11,5,100.0,0,35000,60,12.62,789.57,Current,33287.14,3134.17,46.3,23.14,,52.78,True,28,True,False,True,False,False,False,0,True
10.0,NC,MORTGAGE,55000.0,23.5,0,2005,0,10,6,70840,32162,0,2,6,0.0,0,4,21700,4,4,4,0,100.0,0,13000,60,9.43,272.58,Current,12484.71,804.12,60.0,45.4,0.0,100.0,True,16,False,False,True,False,False,False,0,True
10.0,TX,OWN,90000.0,4.91,0,2005,8,18,11,375698,19645,0,6,11,0.0,0,4,17500,9,9,4,5,100.0,0,5000,36,7.34,155.17,Fully Paid,0.0,5030.5822222208,61.11,5.23,0.0,100.0,True,16,True,False,True,False,False,False,0,True
2.0,NV,MORTGAGE,50000.0,4.87,1,2003,0,14,4,284500,3411,0,1,4,0.0,0,1,4800,7,2,1,1,92.9,0,1200,36,9.93,38.69,Current,1053.8,192.13,28.57,1.2,0.0,28.57,False,18,False,False,True,False,False,False,0,True
4.0,PA,MORTGAGE,44200.0,3.37,0,2013,0,8,8,208667,7936,1440,3,8,0.0,0,4,20600,7,7,4,1,100.0,0,18000,60,12.62,406.07,Current,16893.11,2005.11,100.0,3.8,0.0,100.0,True,8,False,True,True,False,False,False,0,True
10.0,SD,MORTGAGE,55000.0,23.94,0,2004,3,26,8,306226,27315,0,6,8,0.0,0,1,21000,17,5,1,6,92.3,0,18500,60,11.98,411.34,Current,17579.74,1633.05,30.77,8.92,0.0,29.41,True,17,True,False,True,False,False,False,0,True
1.0,FL,MORTGAGE,80000.0,13.65,0,2005,0,25,10,69570,50352,0,7,10,0.0,0,5,22900,17,8,6,1,96.0,1,16000,60,11.98,355.75,Current,15406.06,1056.6,40.0,72.38,0.0,47.06,True,16,False,False,True,True,False,False,0,True
3.0,PA,MORTGAGE,49200.0,30.55,0,2011,2,15,9,225361,30227,0,7,9,0.0,0,1,22500,10,6,2,1,100.0,0,10000,36,20.0,371.64,Current,8987.68,1539.01,60.0,13.41,0.0,60.0,True,10,True,False,True,False,False,False,0,True
4.0,AK,RENT,50000.0,41.54,0,2006,14,44,7,124159,94654,0,13,7,0.0,0,2,26300,26,5,3,1,100.0,0,35000,60,9.93,742.45,Current,32226.21,4309.89,15.91,76.24,0.0,19.23,True,15,True,False,True,False,False,True,0,False
10.0,TX,MORTGAGE,115000.0,12.37,0,1991,0,24,12,66400,46326,0,5,12,0.0,0,5,35800,20,11,11,0,100.0,0,19000,36,7.97,595.13,Current,17105.48,2363.69,50.0,69.77,0.0,55.0,True,30,False,False,True,False,False,False,0,True
10.0,CA,OWN,121000.0,8.53,1,2005,5,28,9,700064,43355,0,7,9,0.0,0,5,23800,11,7,7,8,96.4,1,25000,60,15.04,595.28,Fully Paid,0.0,25856.952361496,32.14,6.19,0.0,63.64,False,16,True,False,True,True,False,True,0,True
10.0,NC,MORTGAGE,78000.0,15.08,0,1996,5,32,18,291340,29252,0,7,18,0.0,0,3,27100,19,13,6,3,96.9,0,13500,36,6.07,411.13,Current,12118.19,1635.42,56.25,10.04,0.0,68.42,True,25,True,False,True,False,False,False,0,True
10.0,MN,MORTGAGE,100000.0,23.18,0,1996,5,38,11,263754,62556,0,7,11,0.0,0,1,3500,20,6,4,5,92.1,0,24000,60,24.85,702.33,Current,22929.94,3478.52,28.95,23.72,0.0,30.0,True,25,True,False,True,False,False,True,0,True
1.0,CA,RENT,80000.0,20.76,1,1999,0,16,10,76546,25664,0,1,10,0.0,0,4,43200,11,7,4,2,93.3,0,9600,36,10.9,313.84,Current,8913.89,935.71,62.5,33.53,0.0,63.64,False,22,False,False,True,False,False,False,0,False
3.0,AZ,MORTGAGE,35000.0,12.83,0,1972,5,25,8,273515,14172,0,1,8,0.0,0,0,39600,17,6,3,4,96.0,0,10000,36,6.08,304.59,Current,8717.45,1519.57,32.0,5.18,0.0,35.29,True,49,True,False,True,False,False,False,0,True
7.0,PA,RENT,120000.0,13.03,0,2006,11,8,5,77940,64024,0,3,5,0.0,0,2,9800,3,2,2,0,100.0,0,24000,36,11.98,796.92,Current,22311.29,2374.79,62.5,82.15,0.0,66.67,True,15,True,False,True,False,False,True,0,False
10.0,MI,MORTGAGE,68400.0,13.23,0,1990,2,31,11,282333,20241,0,4,10,0.0,0,2,11500,11,7,5,6,67.7,0,14200,36,16.02,499.38,Current,12609.03,2484.26,35.48,7.17,0.0,63.64,True,31,True,False,True,False,False,True,0,True
10.0,FL,MORTGAGE,125000.0,12.28,0,2002,2,20,13,480960,58408,0,4,13,0.0,0,3,111700,13,11,3,3,95.0,0,40000,60,14.07,932.19,Current,39068.19,1801.85,65.0,12.14,0.0,84.62,True,19,True,False,True,False,False,False,0,True
2.0,CA,OWN,24000.0,6.0,0,2000,0,10,6,136342,2550,0,3,6,0.0,0,1,19300,8,5,3,2,100.0,0,7000,36,7.35,217.27,Current,6295.98,866.22,60.0,1.87,0.0,62.5,True,21,False,False,True,False,False,False,0,True
3.0,MA,RENT,43000.0,23.05,0,2011,10,18,10,56231,32443,0,7,10,0.0,0,5,29700,11,8,7,0,94.4,0,10000,36,10.42,324.65,Current,9280.34,968.16,55.56,57.7,0.0,72.73,True,10,True,False,True,False,False,False,0,False
10.0,KY,RENT,52000.0,10.55,0,2014,1,8,7,19957,13279,139,3,7,0.0,0,4,8700,5,5,4,0,100.0,0,16000,60,20.39,427.39,Current,15525.45,1146.25,87.5,66.54,0.0,100.0,True,7,True,True,True,False,False,True,0,False
10.0,SC,MORTGAGE,91000.0,12.26,1,2003,0,20,11,327028,43650,0,2,11,0.0,0,2,14100,10,8,3,4,75.0,0,12000,36,9.44,384.06,Current,10827.62,1523.65,55.0,13.35,0.0,80.0,False,18,False,False,True,False,False,False,0,True
0.0,TX,OWN,76000.0,5.43,0,2006,0,15,9,14100,8276,1079,6,9,0.0,0,6,9500,10,9,8,2,80.0,0,7000,36,12.62,234.58,Current,6178.07,1147.45,60.0,58.7,0.0,90.0,True,15,False,True,True,False,False,False,0,True
0.0,NY,RENT,58500.0,28.84,0,2004,0,30,20,135302,76380,0,1,20,0.0,0,3,29600,9,7,4,0,100.0,0,7000,36,5.31,210.78,Current,6458.19,628.21,66.67,56.45,0.0,77.78,True,17,False,False,True,False,False,False,0,False
6.0,NC,OWN,110000.0,20.25,1,2001,3,20,9,413844,123768,162,3,9,0.0,0,2,15500,9,5,5,3,87.5,0,24000,60,13.59,553.35,Current,22560.0,2748.63,45.0,29.91,0.0,55.56,False,20,True,True,True,False,False,True,0,True
10.0,CA,MORTGAGE,30000.0,38.08,1,2006,0,8,7,413059,35775,0,1,7,0.0,0,4,23500,5,5,5,1,87.5,0,24000,60,14.08,559.44,Current,22868.93,2200.21,87.5,8.66,0.0,100.0,False,15,False,False,True,False,False,True,0,True
3.0,MN,MORTGAGE,38000.0,15.07,0,2006,1,20,10,302236,28245,0,3,10,0.0,0,1,9500,11,8,1,2,100.0,0,29000,60,9.93,615.17,Current,27092.72,3059.85,50.0,9.35,0.0,72.73,True,15,True,False,True,False,False,True,0,True
10.0,VA,MORTGAGE,132400.0,10.35,1,2000,0,16,8,875900,39346,0,2,8,0.0,0,2,36500,8,5,4,7,93.3,0,35000,36,14.08,1197.58,Current,30972.01,5933.14,50.0,4.49,0.0,62.5,False,21,False,False,True,False,False,False,0,True
5.0,MN,MORTGAGE,62000.0,19.78,0,1987,2,31,15,335500,84020,0,5,15,,0,14,150500,27,14,9,4,100.0,0,27900,36,16.02,981.16,Current,25416.03,3874.98,48.39,25.04,,51.85,True,34,True,False,True,False,False,False,0,True
